1574716967	537	1708	650	
1574716977	564	1829	683	
1574716987	589	1933	722	
1574716997	630	2022	750	
1574717007	662	2129	789	
1574717017	702	2261	834	
1574717027	729	2372	883	
1574717037	770	2489	916	
1574717047	807	2614	964	
1574717057	861	2721	1006	
1574717067	899	2861	1056	
1574717077	955	2999	1105	
1574717087	994	3100	1158	
1574717097	1030	3238	1201	
1574717107	1071	3366	1246	
1574717117	1118	3478	1289	
1574717127	1143	3605	1334	
1574717137	1173	3722	1374	
1574717147	1215	3848	1417	
1574717157	1243	3966	1457	
1574717167	1283	4073	1498	
1574717177	1317	4184	1546	
1574717187	1359	4308	1583	
1574717197	1403	4417	1626	
1574717207	1437	4547	1669	
1574717217	1481	4694	1716	
1574717227	1513	4833	1756	
1574717237	1551	4959	1805	
1574717247	1590	5066	1845	
1574717257	1620	5169	1882	
1574717267	1657	5278	1925	
1574717277	1700	5414	1959	
1574717287	1744	5532	1994	
1574717297	1778	5667	2033	
1574717307	1813	5787	2074	
1574717317	1848	5908	2123	
1574717327	1874	6028	2155	
1574717337	1907	6162	2206	
1574717347	1939	6264	2237	
1574717357	1977	6358	2277	
1574717367	2012	6477	2316	
1574717377	2043	6603	2354	
1574717387	2079	6734	2393	
1574717397	2118	6840	2434	
1574717407	2159	6950	2490	
1574717417	2196	7083	2523	
1574717427	2233	7192	2562	
1574717437	2270	7321	2614	
1574717447	2318	7448	2660	
1574717457	2347	7598	2712	
1574717467	2367	7712	2750	
1574717477	2409	7838	2794	
1574717487	2445	7968	2835	
1574717497	2494	8095	2889	
1574717507	2527	8204	2932	
1574717517	2572	8349	2970	
1574717527	2612	8475	3012	
1574717537	2649	8617	3054	
1574717547	2679	8722	3089	
1574717557	2720	8839	3128	
1574717567	2764	8949	3160	
1574717577	2809	9064	3208	
1574717587	2842	9174	3250	
1574717597	2872	9308	3292	
1574717607	2916	9409	3329	
1574717617	2953	9528	3390	
1574717627	2994	9632	3429	
1574717637	3024	9738	3461	
1574717647	3058	9866	3494	
1574717657	3102	10017	3536	
1574717667	3138	10133	3582	
1574717677	3171	10261	3618	
1574717687	3210	10379	3658	
1574717697	3252	10513	3704	
1574717707	3305	10636	3737	
1574717717	3334	10748	3774	
1574717727	3361	10854	3811	
1574717737	3392	10979	3847	
1574717747	3431	11103	3901	
1574717757	3467	11228	3945	
1574717767	3505	11328	3972	
1574717777	3539	11416	4011	
1574717787	3569	11506	4040	
1574717797	3597	11642	4082	
1574717807	3646	11778	4133	
1574717817	3678	11900	4181	
1574717827	3710	12019	4216	
1574717837	3745	12152	4264	
1574717847	3776	12247	4300	
1574717857	3817	12358	4336	
1574717867	3854	12483	4376	
1574717877	3884	12605	4422	
1574717887	3938	12732	4464	
1574717897	3975	12874	4513	
1574717907	4001	13014	4574	
1574717917	4038	13134	4618	
1574717927	4075	13236	4643	
1574717937	4107	13324	4685	
1574717947	4148	13439	4733	
1574717957	4175	13554	4766	
1574717967	4208	13677	4818	
1574717977	4255	13818	4870	
1574717987	4295	13919	4911	
1574717997	4335	14061	4950	
1574718007	4369	14166	4983	
1574718017	4407	14287	5018	
1574718027	4442	14387	5048	
1574718037	4466	14512	5087	
1574718047	4497	14630	5131	
1574718057	4533	14750	5155	
1574718067	4577	14884	5185	
1574718077	4612	14997	5235	
1574718087	4636	15101	5268	
1574718097	4677	15205	5311	
1574718107	4728	15321	5356	
1574718117	4763	15460	5396	
1574718127	4809	15571	5436	
1574718137	4842	15687	5472	
1574718147	4885	15813	5511	
1574718157	4933	15935	5560	
1574718167	4968	16037	5603	
1574718177	5000	16155	5639	
1574718187	5041	16294	5683	
1574718197	5083	16402	5726	
1574718207	5125	16524	5764	
1574718217	5164	16656	5807	
1574718227	5199	16769	5839	
1574718237	5238	16888	5895	
1574718248	5274	17003	5918	
1574718258	5296	17112	5954	
1574718268	5341	17243	5998	
1574718278	5378	17358	6043	
1574718288	5417	17502	6089	
1574718298	5447	17615	6127	
1574718308	5483	17728	6174	
1574718318	5523	17860	6231	
1574718328	5566	17985	6270	
1574718338	5610	18115	6324	
1574718348	5641	18233	6366	
1574718358	5673	18351	6404	
1574718368	5720	18478	6440	
1574718378	5759	18582	6478	
1574718388	5798	18702	6513	
1574718398	5842	18808	6557	
1574718408	5886	18929	6602	
1574718418	5925	19048	6639	
1574718428	5953	19167	6679	
1574718438	5985	19278	6729	
1574718448	6023	19391	6755	
1574718458	6059	19514	6790	
1574718468	6109	19657	6841	
1574718478	6146	19772	6895	
1574718488	6173	19879	6929	
1574718498	6212	19992	6978	
1574718508	6260	20111	7026	
1574718518	6310	20232	7061	
1574718528	6344	20350	7097	
1574718538	6377	20469	7141	
1574718548	6417	20598	7187	
1574718558	6470	20728	7238	
1574718568	6510	20825	7277	
1574718578	6534	20950	7314	
1574718588	6577	21072	7358	
1574718598	6617	21197	7397	
1574718608	6656	21334	7441	
1574718618	6700	21453	7486	
1574718628	6740	21574	7534	
1574718638	6789	21712	7579	
1574718648	6835	21833	7626	
1574718658	6873	21985	7669	
1574718668	6909	22108	7718	
1574718678	6951	22251	7756	
1574718688	6989	22378	7796	
1574718698	7040	22482	7834	
1574718708	7086	22626	7882	
1574718718	7126	22739	7925	
1574718728	7164	22843	7970	
1574718738	7193	22964	8007	
1574718748	7229	23078	8057	
1574718758	7267	23182	8088	
1574718768	7300	23282	8134	
1574718778	7327	23395	8175	
1574718788	7370	23528	8222	
1574718798	7418	23629	8252	
1574718808	7463	23765	8307	
1574718818	7503	23897	8361	
1574718828	7541	24012	8394	
1574718838	7569	24116	8436	
1574718848	7606	24238	8476	
1574718858	7639	24348	8517	
1574718868	7671	24456	8553	
1574718878	7706	24582	8594	
1574718888	7746	24718	8652	
1574718898	7789	24851	8702	
1574718908	7831	24955	8765	
1574718918	7871	25073	8801	
1574718928	7917	25191	8857	
1574718938	7947	25270	8890	
1574718948	7987	25390	8925	
1574718958	8027	25507	8954	
1574718968	8072	25631	9004	
1574718978	8102	25755	9037	
1574718988	8132	25895	9074	
1574718998	8156	26014	9126	
1574719008	8190	26134	9163	
1574719018	8231	26251	9212	
1574719028	8258	26356	9255	
1574719038	8293	26475	9297	
1574719048	8329	26592	9348	
1574719058	8361	26721	9399	
1574719068	8391	26832	9432	
1574719078	8421	26929	9469	
1574719088	8463	27034	9514	
1574719098	8501	27138	9558	
1574719108	8528	27257	9603	
1574719118	8559	27378	9640	
1574719128	8594	27486	9677	
1574719138	8638	27619	9728	
1574719148	8679	27728	9768	
1574719158	8713	27817	9807	
1574719168	8740	27922	9846	
1574719178	8776	28033	9883	
1574719188	8818	28179	9939	
1574719198	8861	28293	9987	
1574719208	8894	28388	10032	
1574719218	8933	28521	10079	
1574719228	8974	28666	10120	
1574719238	9012	28806	10168	
1574719248	9044	28914	10212	
1574719258	9078	29008	10237	
1574719268	9126	29136	10274	
1574719278	9165	29278	10332	
1574719288	9197	29377	10382	
1574719298	9231	29513	10431	
1574719308	9272	29626	10470	
1574719318	9308	29741	10516	
1574719328	9354	29861	10564	
1574719338	9396	29995	10605	
1574719348	9439	30134	10638	
1574719358	9476	30267	10680	
1574719368	9519	30367	10713	
1574719378	9564	30497	10752	
1574719388	9599	30600	10790	
1574719398	9638	30710	10835	
